asteroid_number,H,da_AU,D_deg,f_degy,e_p,g_arcsec_y,sin_i_p,s_arcsec_y,L,My
562557,13.74,0.028,5.88,2.378,0.1187,318.16,0.3271,-9.3,5,5
562585,13.91,0.1064,22.84,2.327,0.0418,366.43,0.2362,-18.43,5,5
563348,14.5,0.111,23.58,2.352,0.0142,391.8,0.1161,-20.57,5,5
564961,14.47,0.0966,21.68,2.226,0.0495,296.72,0.447,-10.94,5,5
564967,14.5,0.0912,20.76,2.194,0.043,200.76,0.5005,-7.59,5,50
564968,14.56,0.0568,13.06,2.169,0.0318,13.83,0.5655,0.12,5,50
565050,13.54,0.0266,5.95,2.235,0.0402,149.55,0.5143,0.23,5,50
565140,13.64,0.0907,19.41,2.333,0.0397,349.49,0.2809,-13.93,5,5
565143,13.61,0.066,13.79,2.389,0.0364,355.85,0.2115,-10.98,5,5
565147,14.3,0.0804,17.31,2.32,0.03,333.61,0.3317,-10.61,5,5
565195,14.58,0.1035,23.9,2.16,0.0183,267.12,0.5191,-8.97,5,5
565196,14.25,0.0492,11.1,2.212,0.0477,211.07,0.529,-1.14,5,50
565197,14.16,0.106,22.44,2.359,0.0624,357.58,0.1478,-20.73,5,50
565270,13.67,0.074,16.04,2.302,0.03,319.75,0.375,-8.48,5,5
565355,14.03,0.0593,13.04,2.271,0.0228,296.68,0.443,-4.5,5,5
567066,14.22,0.1128,24.53,2.297,0.0382,358.5,0.2784,-18.97,5,5
567067,13.8,0.1172,26.46,2.214,0.0303,13.37,0.4109,-15.76,5,50
567068,14.5,0.0505,11.18,2.256,0.0269,286.04,0.4719,-2.77,5,5
567069,14.37,0.055,11.64,2.36,0.0629,331.63,0.3089,-8.66,5,5
567071,13.92,0.0119,2.57,2.318,0.0427,303.63,0.408,-2.62,5,5
567073,13.68,0.0351,7.68,2.278,0.0393,149.28,0.4543,-2.07,4,50
567074,13.65,0.119,27.29,2.177,0.0317,293.86,0.457,-15.11,5,5
567075,14.45,0.0426,8.9,2.387,0.1783,309.6,0.3285,-16.33,5,50
567076,14.46,0.0651,14.55,2.233,0.0785,277.91,0.4884,-5.52,5,50
567078,14.39,0.0637,14.4,2.21,0.0416,174.5,0.5192,-2.81,5,50
567080,14.04,0.0109,2.35,2.319,0.0411,304.12,0.4066,-2.6,5,5
567119,14.57,0.1355,30.84,2.194,0.0042,157.63,0.3677,-22.32,5,5
567120,14.63,0.0369,7.99,2.305,0.084,298.33,0.4206,-5.13,5,5
567121,14.87,0.0578,12.41,2.325,0.0459,319.47,0.3639,-7.03,5,5
567218,14.51,0.0615,12.66,2.425,0.0087,361.3,0.0607,-11.47,5,5
567247,14.25,0.1262,27.21,2.317,0.06,360.44,0.1478,-26.0,5,50
567329,14.09,0.0545,11.63,2.34,0.0896,318.39,0.3531,-9.0,4,5
567349,14.45,0.09,18.8,2.392,0.0275,382.11,0.0874,-16.28,4,5
567461,14.15,0.0503,10.63,2.364,0.0833,327.62,0.3157,-9.07,5,5
567513,14.39,0.0543,11.16,2.432,0.0749,360.78,0.1275,-12.25,5,5
567530,14.24,0.0908,18.93,2.395,0.0306,384.21,0.0607,-16.69,5,5
567889,13.64,0.0595,12.54,2.369,0.079,335.4,0.2906,-10.46,5,5
567906,14.49,0.0489,10.15,2.404,0.041,351.17,0.2101,-9.06,5,5
568425,14.46,0.1327,28.67,2.313,0.046,282.25,0.0557,-28.2,5,50
568445,14.38,0.0868,18.11,2.393,0.0392,377.2,0.1163,-15.76,5,5
568480,14.49,0.0481,9.85,2.438,0.0342,367.31,0.0497,-10.4,5,5
568909,13.68,0.1137,24.4,2.326,0.0315,33.07,0.1958,-20.3,5,50
568949,14.72,0.0548,11.26,2.432,0.0578,364.95,0.0989,-11.69,5,5
568961,14.11,0.0637,13.21,2.408,0.0431,362.17,0.1622,-11.58,5,5
568972,14.07,0.0485,10.75,2.253,0.039,283.37,0.4786,-2.62,5,5
568974,14.78,0.0072,1.76,2.129,0.1106,311.45,0.356,-7.17,5,5
568989,14.28,0.0732,15.26,2.394,0.0202,365.78,0.1681,-12.32,5,5
569986,14.21,0.07,14.5,2.412,0.017,372.06,0.1028,-12.48,5,5
570018,14.58,0.0589,12.47,2.36,0.0583,334.59,0.3014,-9.11,5,5
570024,13.92,0.0266,6.01,2.209,0.0735,257.04,0.5452,0.14,5,50
570055,14.42,0.0977,21.17,2.304,0.0266,342.87,0.3165,-14.17,5,5
570056,14.55,0.059,13.05,2.256,0.0261,289.66,0.4636,-3.9,5,5
570059,14.57,0.0455,10.04,2.262,0.0382,137.84,0.4677,-2.45,5,50
570070,14.83,0.0167,3.41,2.452,0.1205,344.15,0.1693,-11.97,5,5
570071,13.91,0.0807,16.79,2.4,0.0624,369.85,0.1404,-15.39,5,5
570073,13.62,0.1085,23.13,2.343,0.008,364.68,0.1702,-19.21,5,5
570090,14.23,0.1041,22.16,2.346,0.0247,375.64,0.1916,-18.07,5,5
570115,14.36,0.0591,13.25,2.226,0.0374,128.0,0.5035,-2.67,5,50
570134,14.4,0.111,23.58,2.35,0.0172,390.38,0.1264,-20.5,5,5
570167,14.3,0.1016,21.53,2.358,0.0904,365.93,0.2038,-20.74,5,50
570278,14.29,0.1468,32.42,2.262,0.0207,421.67,0.0855,-32.44,5,5
570366,14.51,0.0781,16.2,2.408,0.0229,377.47,0.0747,-14.07,4,5
571177,14.63,0.0302,6.17,2.448,0.0906,352.82,0.1385,-10.84,5,5
571211,14.22,0.0995,20.9,2.377,0.0419,384.9,0.104,-18.66,5,5
571228,14.44,0.0785,16.05,2.443,0.1441,361.11,0.0996,-22.11,5,50
571249,14.24,0.101,21.36,2.362,0.042,227.87,0.1553,-18.29,5,50
571269,14.45,0.0244,5.31,2.289,0.0663,291.04,0.4469,-2.75,5,5
571275,14.43,0.0473,10.12,2.337,0.0919,313.53,0.3668,-8.0,5,5
571297,14.58,0.0947,19.77,2.393,0.0506,384.99,0.0606,-18.29,5,5
572212,13.48,0.1131,24.49,2.306,0.0603,344.28,0.2631,-20.24,5,50
572218,13.78,0.0101,1.46,0.241,0.0391,122.91,0.612,4.16,5,50
572278,14.37,0.0558,11.46,2.429,0.0444,366.55,0.0939,-11.31,5,5
572282,14.68,0.0461,9.62,2.395,0.0769,339.95,0.2563,-9.52,5,5
572316,14.7,0.1502,33.37,2.248,0.0362,157.73,0.0905,-34.08,5,50
572320,14.71,0.1186,25.94,2.284,0.107,346.37,0.2979,-25.13,5,50
572326,14.23,0.0628,12.94,2.424,0.0129,372.08,0.0638,-11.66,5,5
572327,14.05,0.0308,6.33,2.431,0.0897,346.35,0.1937,-10.08,5,5
572329,14.68,0.0564,11.56,2.439,0.071,366.17,0.0718,-12.76,5,5
572350,14.37,0.0314,6.41,2.447,0.0696,357.7,0.1093,-9.99,5,5
572355,14.16,0.02,4.09,2.442,0.0168,359.46,0.1017,-7.76,5,5
572368,13.95,0.0307,6.79,2.26,0.0421,174.77,0.4815,-1.07,5,50
572374,13.71,0.044,9.14,2.404,0.0439,348.34,0.2201,-8.52,5,5
572382,14.27,0.1054,23.78,2.212,0.0417,206.5,0.4453,-12.43,5,50
572383,14.06,0.0357,7.33,2.428,0.0809,349.14,0.1857,-10.02,5,5
572387,14.74,0.0197,4.03,2.436,0.0867,346.64,0.1843,-9.42,5,5
572399,14.01,0.0351,7.31,2.397,0.0814,335.9,0.2657,-8.62,5,5
572401,14.19,0.0382,8.52,2.241,0.0467,210.77,0.5019,-1.05,5,50
572402,14.7,0.0308,6.58,2.334,0.0746,310.04,0.38,-5.33,5,5
572403,14.24,0.0731,15.13,2.414,0.0224,375.46,0.072,-13.26,5,5
572408,14.49,0.0623,12.78,2.433,0.0781,365.68,0.0961,-13.77,5,5
572409,14.5,0.0508,10.45,2.43,0.0682,359.39,0.1378,-11.37,5,5
572428,13.72,0.0805,18.24,2.204,0.0356,274.36,0.5048,-5.7,5,5
572439,13.45,0.0985,21.38,2.299,0.0319,340.47,0.3246,-14.27,5,5
572455,14.4,0.045,9.49,2.37,0.0408,334.44,0.295,-7.13,5,5
572472,14.24,0.0569,11.89,2.388,0.1031,336.59,0.2695,-12.19,5,5
572474,14.65,0.0332,7.23,2.292,0.0539,260.12,0.4372,-2.9,5,50
572490,14.4,0.0774,17.51,2.206,0.0361,273.84,0.5062,-5.17,5,5
572576,13.79,0.0821,17.77,2.308,0.081,322.23,0.359,-12.42,4,5
572611,14.72,0.0515,10.45,2.462,0.115,361.09,0.0368,-15.35,4,50
572622,14.29,0.0774,16.02,2.412,0.0745,369.49,0.1203,-15.73,4,5
572659,14.33,0.0502,10.36,2.418,0.0758,352.46,0.1867,-11.08,4,5
572688,14.23,0.0683,14.66,2.326,0.0442,326.27,0.345,-8.78,4,5
572817,14.52,0.1382,30.15,2.289,0.032,49.43,0.0998,-29.03,4,50
572818,15.0,0.0733,15.23,2.405,0.1323,345.31,0.2209,-18.41,4,5
572826,14.63,0.0374,7.57,2.469,0.1198,355.75,0.0711,-14.09,4,50
572932,13.61,0.0664,13.96,2.374,0.0296,349.59,0.2479,-10.24,4,5
573514,14.17,0.0772,17.31,2.228,0.0388,159.75,0.4786,-5.93,5,50
573604,14.04,0.0019,0.72,0.824,0.0479,342.79,0.2255,-6.57,5,5
573612,14.48,0.1014,21.34,2.375,0.0609,382.32,0.1217,-19.91,5,5
573643,14.37,0.0615,13.54,2.268,0.034,296.0,0.4445,-4.94,5,5
573644,14.43,0.0899,20.29,2.213,0.0804,282.22,0.4762,-10.07,5,50
573692,14.0,0.0187,4.19,2.227,0.0489,214.51,0.5271,0.72,4,50
573703,13.93,0.0599,12.65,2.365,0.028,340.96,0.281,-8.69,4,5
573704,13.96,0.043,8.99,2.389,0.0488,340.86,0.2597,-7.9,4,5
573716,13.73,0.0612,13.84,2.21,0.0658,264.38,0.5211,-3.47,4,50
573755,14.69,0.0539,11.13,2.42,0.0704,356.29,0.1692,-11.45,4,5
573759,14.19,0.0527,11.0,2.392,0.0575,345.8,0.2408,-9.56,4,5
573793,13.86,0.0778,17.77,2.185,0.105,258.91,0.5259,-7.95,4,50
573808,13.9,0.106,22.4,2.365,0.0643,366.08,0.1311,-20.9,4,50
573827,14.38,0.0715,15.0,2.381,0.0061,287.5,0.2139,-11.23,4,5
573835,13.87,0.0781,17.69,2.204,0.0269,273.36,0.5082,-5.0,4,5
573841,14.37,0.0249,5.2,2.39,0.1188,322.07,0.308,-9.58,4,5
573848,13.67,0.0843,18.6,2.262,0.0476,247.33,0.4197,-9.21,4,50
573855,14.07,0.0226,4.64,2.428,0.0892,343.19,0.2091,-9.33,4,5
573880,14.26,0.0824,17.73,2.32,0.0718,330.23,0.3349,-12.55,4,5
573932,13.45,0.0793,16.89,2.345,0.0347,345.27,0.2844,-11.63,4,5
573963,14.68,0.0581,12.1,2.399,0.0739,348.79,0.2236,-11.32,4,5
573968,14.13,0.1194,25.47,2.342,0.0379,179.54,0.0811,-23.44,4,50
574269,14.3,0.0185,3.52,2.23,0.1605,334.87,0.1927,-15.61,5,5
574428,14.46,0.0172,3.53,2.436,0.0436,353.8,0.1499,-7.78,5,5
574685,13.71,0.0296,6.64,2.225,0.0486,214.04,0.5252,0.19,4,50
574714,14.29,0.0676,14.25,2.37,0.0277,348.71,0.2546,-10.26,4,5
574751,14.04,0.0252,5.17,2.431,0.0867,345.8,0.1947,-9.53,4,5
574761,14.38,0.0558,11.7,2.383,0.035,346.01,0.2505,-8.97,4,5
574764,14.19,0.0452,10.19,2.215,0.0589,264.49,0.5278,-1.35,4,5
574770,13.95,0.0491,10.27,2.39,0.0395,345.08,0.2463,-8.44,4,5
574773,14.24,0.1244,28.32,2.193,0.015,313.11,0.4158,-17.58,4,5
574785,14.79,0.0973,20.42,2.38,0.0155,386.55,0.0876,-17.59,4,5
574831,14.48,0.0652,13.62,2.392,0.0151,358.17,0.2007,-10.61,4,5
574832,14.58,0.0536,11.03,2.426,0.0433,363.86,0.1189,-10.81,4,5
574873,13.74,0.0328,7.25,2.257,0.0387,281.08,0.4836,-1.24,4,5
575199,14.33,0.0351,7.55,2.32,0.049,307.96,0.3953,-4.19,5,5
575233,14.67,0.0545,11.19,2.43,0.0073,333.69,0.06,-10.6,5,5
575243,14.62,0.037,7.99,2.313,0.0644,303.91,0.4069,-4.59,5,5
575254,13.41,0.0122,2.52,2.422,0.082,340.96,0.2232,-8.27,5,5
575258,13.99,0.0772,16.59,2.322,0.0317,331.83,0.3351,-10.03,5,5
575263,14.71,0.0272,5.55,2.448,0.0631,358.47,0.0976,-9.5,5,5
575275,14.2,0.061,12.92,2.356,0.0783,330.42,0.3138,-10.09,5,5
575436,14.49,0.02,4.07,2.456,0.1053,350.22,0.1376,-11.12,5,50
575449,13.24,0.0622,13.2,2.353,0.0716,331.03,0.315,-9.87,4,5
575885,13.81,0.021,4.71,2.228,0.0475,206.38,0.5256,0.64,4,50
575903,13.79,0.0663,14.04,2.356,0.08,333.32,0.3056,-11.11,4,5
575913,13.7,0.0248,5.55,2.228,0.0476,208.46,0.5241,0.43,4,50
575968,13.84,0.0834,18.96,2.195,0.0316,271.65,0.5114,-5.82,4,5
575990,14.39,0.051,10.64,2.394,0.0707,343.26,0.2469,-9.88,4,5
576365,14.27,0.0593,12.25,2.418,0.0894,354.38,0.1798,-13.17,5,5
576368,13.98,0.1187,27.22,2.179,0.0338,294.59,0.4551,-15.16,5,5
576379,13.97,0.1241,27.39,2.262,0.0158,358.59,0.2965,-21.01,5,5
576400,14.06,0.0692,15.34,2.253,0.053,291.15,0.4572,-6.11,5,5
576430,13.35,0.0407,8.33,2.438,0.0713,357.39,0.1309,-10.59,5,5
576459,14.1,0.0907,18.94,2.392,0.0519,379.41,0.1045,-17.19,5,5
576479,13.99,0.0382,7.96,2.397,0.119,328.04,0.2858,-11.05,5,5
576495,14.57,0.0406,8.32,2.437,0.025,363.82,0.0866,-9.29,5,5
576497,14.31,0.0748,15.5,2.408,0.0297,373.4,0.1047,-13.45,5,5
576500,13.15,0.1237,28.53,2.166,0.0465,248.61,0.4579,-16.58,5,50
576519,14.55,0.032,6.44,2.479,0.1295,353.64,0.0573,-14.78,5,5
576527,14.59,0.1214,26.21,2.313,0.0072,351.28,0.185,-22.39,5,5
576593,14.56,0.0947,21.49,2.199,0.032,281.73,0.4864,-8.68,5,5
576598,14.1,0.1217,28.01,2.171,0.0321,82.51,0.4584,-15.45,5,50
576628,14.69,0.0356,7.29,2.439,0.0353,70.02,0.0861,-8.85,5,50
576632,14.81,0.0919,19.26,2.384,0.0738,370.51,0.1554,-17.93,5,50
576673,14.31,0.0921,19.79,2.325,0.0185,348.61,0.2901,-13.5,5,5
576679,14.53,0.0353,7.88,2.234,0.1164,264.74,0.5127,-4.1,5,5
576687,14.62,0.0322,6.74,2.385,0.0789,330.35,0.2931,-7.71,5,5
576696,13.96,0.0895,19.99,2.237,0.0544,274.65,0.4455,-9.61,5,50
576717,13.44,0.0926,22.62,2.044,0.0267,4.25,0.6664,-0.86,4,50
576765,13.57,0.0819,18.79,2.175,0.0364,260.51,0.5373,-4.77,4,5
577059,13.64,0.0468,9.91,2.358,0.0497,328.83,0.319,-7.05,4,5
577067,14.13,0.0697,14.8,2.351,0.1011,328.78,0.3171,-12.79,4,5
577070,14.18,0.1295,28.5,2.27,0.0116,375.95,0.248,-23.69,4,5
577139,13.64,0.044,9.67,2.275,0.0459,214.45,0.4522,-2.99,4,50
577140,14.2,0.0531,12.14,2.185,0.0837,251.28,0.5552,-2.15,4,5
577177,14.52,0.102,22.41,2.272,0.032,329.22,0.3631,-14.03,4,5
577188,14.41,0.0868,18.12,2.392,0.047,375.17,0.1298,-15.94,4,5
577189,14.51,0.1034,21.82,2.365,0.0416,218.32,0.1266,-19.11,4,50
577210,14.24,0.0681,14.62,2.324,0.0259,326.92,0.3465,-8.27,4,5
577234,14.4,0.0329,6.8,2.417,0.0288,351.33,0.1913,-7.68,4,5
577295,13.84,0.0567,12.8,2.212,0.0525,236.8,0.5217,-2.22,4,50
577302,14.37,0.0883,18.45,2.389,0.0412,376.53,0.1275,-16.01,4,5
577325,14.5,0.1022,21.58,2.365,0.0497,295.6,0.1409,-19.06,4,50
577362,14.04,0.0627,12.88,2.43,0.0737,365.7,0.1032,-13.51,4,5
577383,14.39,0.0405,8.28,2.44,0.0281,364.71,0.0694,-9.45,4,5
577385,14.55,0.0908,19.06,2.379,0.0413,374.11,0.1558,-16.2,4,5
577714,14.91,0.0629,12.95,2.425,0.0621,339.81,0.1049,-12.68,5,50
577841,14.54,0.0382,7.83,2.436,0.0278,362.2,0.1005,-9.05,5,5
577842,14.46,0.0471,9.64,2.438,0.0874,356.25,0.1404,-12.07,5,5
577853,14.57,0.1062,22.83,2.322,0.0312,19.84,0.2453,-17.46,5,50
577878,13.66,0.0936,20.19,2.315,0.0764,336.95,0.3192,-15.42,5,5
577913,13.59,0.1132,24.05,2.35,0.0339,392.9,0.1108,-21.69,5,5
577931,14.34,0.0693,14.47,2.391,0.0332,359.62,0.1962,-11.61,5,5
577971,14.74,0.095,20.08,2.362,0.0234,371.83,0.1881,-16.07,5,5
577973,13.95,0.037,7.78,2.371,0.0845,325.31,0.3166,-7.85,5,5
577978,14.28,0.0712,15.01,2.371,0.1011,338.49,0.2772,-13.97,5,5
578007,14.63,0.0125,2.72,2.307,0.0404,299.18,0.4229,-2.14,5,5
578008,14.65,0.0482,9.93,2.421,0.0182,361.01,0.142,-9.39,5,5
578011,13.47,0.088,18.66,2.355,0.0434,357.61,0.2406,-14.36,5,5
578036,14.82,0.078,16.25,2.399,0.0429,370.18,0.1416,-14.05,5,5
578127,14.32,0.1003,21.85,2.293,0.0189,340.01,0.3297,-14.25,5,5
578368,14.33,0.0872,18.42,2.364,0.1054,347.98,0.253,-17.64,4,50
578411,13.55,0.0222,4.59,2.422,0.0586,346.96,0.2013,-7.85,4,5
578441,13.82,0.0461,9.49,2.425,0.0295,360.64,0.1375,-9.44,4,5
578636,14.06,0.0678,14.08,2.403,0.0264,364.99,0.1576,-11.75,4,5
578654,14.57,0.0769,17.29,2.22,0.004,95.83,0.4889,-5.24,4,5
578689,13.98,0.0507,10.62,2.384,0.0255,344.74,0.253,-8.14,4,5
578694,14.19,0.0025,0.89,1.174,0.0098,351.8,0.1499,-6.86,4,5
578784,13.36,0.0249,5.24,2.371,0.0425,327.87,0.3127,-5.37,4,5
579098,14.03,0.1044,23.98,2.173,0.0265,275.57,0.5,-10.02,4,5
579499,14.04,0.1242,30.26,2.051,0.0407,154.57,0.5976,-10.63,5,50
579560,13.84,0.0519,11.61,2.232,0.0504,274.36,0.5023,-2.5,5,5
579562,14.58,0.0654,13.53,2.415,0.0048,219.21,0.1093,-11.64,5,5
579588,14.15,0.0955,20.08,2.376,0.052,376.32,0.1503,-17.72,5,5
579591,14.11,0.0934,20.45,2.279,0.0776,319.2,0.3777,-13.75,5,50
579608,14.32,0.0773,16.48,2.341,0.0402,340.83,0.299,-11.13,5,5
579643,14.03,0.1224,28.12,2.174,0.0107,296.63,0.4511,-15.78,5,5
579644,14.36,0.076,15.8,2.402,0.0379,370.54,0.1337,-13.61,5,5
579645,14.64,0.0486,10.04,2.417,0.0491,355.71,0.1755,-9.81,5,5
579646,14.41,0.0866,18.21,2.375,0.0352,368.05,0.185,-14.76,5,5
579649,13.48,0.0308,6.87,2.234,0.0395,141.46,0.5102,-0.01,5,50
579650,13.73,0.0853,18.61,2.289,0.031,321.97,0.3747,-10.38,5,5
579658,14.07,0.0577,11.97,2.407,0.1525,330.15,0.2645,-16.86,5,50
579660,14.13,0.1019,23.29,2.186,0.0168,280.83,0.4894,-9.75,5,5
579664,14.55,0.0745,15.39,2.417,0.0429,375.69,0.0601,-14.11,5,5
579705,14.29,0.0883,18.8,2.345,0.1013,341.66,0.2849,-16.9,5,50
579712,14.81,0.0794,16.42,2.415,0.0547,377.74,0.0445,-15.52,5,5
579734,14.19,0.0704,14.66,2.399,0.0346,364.58,0.1653,-12.25,5,5
579795,14.2,0.0496,10.67,2.322,0.0653,311.99,0.3822,-6.4,5,5
579800,14.19,0.0546,11.62,2.343,0.0653,323.76,0.3407,-7.99,5,5
579824,14.48,0.0257,5.33,2.409,0.0505,343.37,0.2303,-7.25,5,5
579878,14.16,0.0768,17.32,2.214,0.0439,199.44,0.4968,-5.51,5,50
579882,14.56,0.0772,16.6,2.324,0.0311,332.76,0.3318,-10.11,5,5
579885,13.77,0.0614,12.95,2.367,0.0422,205.28,0.277,-9.11,5,50
579886,14.06,0.0793,17.71,2.238,0.0577,275.77,0.4635,-7.31,5,50
579887,13.97,0.0502,10.33,2.428,0.0625,359.63,0.1386,-11.02,5,5
579900,14.47,0.0476,9.76,2.434,0.0697,359.19,0.1303,-11.18,5,5
579902,14.44,0.0281,5.68,2.472,0.1063,357.36,0.0266,-12.61,5,5
579974,14.42,0.0325,7.18,2.261,0.0676,280.71,0.4802,-2.26,5,5
580075,14.63,0.1239,26.96,2.296,0.0296,379.58,0.2207,-22.97,5,5
580900,14.54,0.0757,15.53,2.436,0.133,360.22,0.1222,-20.32,4,50
581085,13.9,0.0323,6.64,2.432,0.0985,345.33,0.1957,-10.75,4,5
581096,13.16,0.0411,9.01,2.278,0.0352,82.56,0.4493,-2.54,4,50
581287,14.14,0.0256,5.26,2.43,0.0281,355.07,0.153,-7.72,4,5
581330,14.14,0.0471,10.16,2.316,0.0127,312.76,0.3869,-4.66,4,5
581370,14.71,0.0954,20.01,2.382,0.0621,351.4,0.1289,-18.24,4,50
581554,13.27,0.0336,7.04,2.38,0.1159,321.09,0.318,-9.68,4,5
581564,13.31,0.0313,7.02,2.227,0.0477,210.63,0.5048,0.03,4,50
581638,13.89,0.0922,19.93,2.31,0.0593,320.24,0.3258,-13.77,4,50
582370,14.8,0.0987,22.61,2.179,0.0493,272.87,0.5039,-9.35,5,5
582447,14.75,0.0538,11.45,2.347,0.0815,322.39,0.3401,-8.75,5,5
582636,14.52,0.0684,14.08,2.427,0.0914,364.21,0.1191,-15.41,5,5
582637,14.47,0.059,12.31,2.394,0.1035,340.31,0.2528,-12.86,5,5
582732,14.39,0.1401,30.65,2.284,0.0443,267.04,0.1101,-30.25,5,50
582777,14.46,0.0753,16.74,2.246,0.0501,249.17,0.4569,-6.72,5,50
583556,14.21,0.0724,15.44,2.341,0.0689,332.93,0.3171,-11.13,4,5
584352,14.12,0.0372,8.27,2.245,0.0409,162.61,0.4962,-1.03,5,50
584356,13.98,0.0355,7.42,2.388,0.0906,330.28,0.2899,-8.7,5,5
584363,14.52,0.0924,20.96,2.202,0.0331,281.36,0.4874,-8.28,5,5
584364,14.49,0.0521,10.78,2.411,0.0892,347.24,0.2147,-11.68,5,5
584385,14.43,0.0214,4.46,2.393,0.0721,332.26,0.2811,-7.0,5,5
584389,14.35,0.0269,5.45,2.468,0.1446,342.96,0.1554,-14.95,5,5
584394,14.38,0.0188,4.0,2.344,0.0657,312.99,0.3682,-4.63,5,5
584395,14.64,0.13,27.98,2.323,0.0548,343.23,0.0484,-27.96,5,50
584414,14.6,0.0237,5.18,2.287,0.0927,286.89,0.454,-3.82,5,5
584465,13.43,0.1172,26.88,2.176,0.0555,288.71,0.464,-15.27,5,5
584505,13.29,0.1073,23.42,2.288,0.0222,346.24,0.3161,-16.25,5,5
585381,13.95,0.0301,6.92,2.177,0.1119,241.49,0.5763,-0.99,5,50
585392,14.9,0.0905,18.91,2.389,0.0171,381.7,0.0996,-16.08,5,5
585434,14.12,0.1035,23.26,2.223,0.0411,202.56,0.4372,-11.99,4,50
585435,14.7,0.0551,11.53,2.384,0.0093,344.89,0.2427,-8.59,4,5
585765,14.42,0.0168,3.81,2.199,0.1064,249.5,0.5576,-0.69,5,50
585773,14.31,0.0827,18.57,2.223,0.0414,285.09,0.477,-7.12,5,5
585784,14.77,0.0281,5.89,2.384,0.0956,325.63,0.3056,-8.15,5,5
585843,14.3,0.0623,13.57,2.292,0.0784,302.9,0.4141,-7.63,4,5
585844,14.3,0.1103,24.93,2.21,0.0489,260.7,0.4357,-14.07,5,50
585845,14.02,0.0588,13.14,2.233,0.0457,211.79,0.4941,-3.31,4,50
585847,13.93,0.0254,5.84,2.173,0.0404,242.89,0.587,2.54,4,5
585851,14.69,0.1083,24.61,2.198,0.0413,293.17,0.4578,-12.8,4,5
585852,13.82,0.0697,15.32,2.27,0.0334,301.14,0.4314,-6.37,5,5
585855,13.62,0.0564,11.94,2.36,0.0836,328.89,0.3144,-9.81,5,5
585862,13.92,0.0606,13.11,2.309,0.0195,315.19,0.3843,-6.24,4,5
585898,14.57,0.086,19.24,2.232,0.0418,198.85,0.4574,-8.29,5,50
585907,14.32,0.1134,25.58,2.213,0.054,285.72,0.4219,-15.64,4,50
585915,14.43,0.1346,30.12,2.237,0.0609,349.51,0.3007,-25.56,4,50
585965,14.33,0.0657,13.74,2.387,0.0234,355.56,0.2158,-10.56,4,5
585968,14.19,0.0207,4.22,2.445,0.0681,342.33,0.1279,-8.94,4,50
585987,14.22,0.1026,21.87,2.343,0.0909,360.04,0.2341,-20.6,4,50
586071,13.98,0.1264,28.2,2.237,0.0551,316.74,0.3358,-21.98,4,50
586089,13.94,0.0245,5.02,2.433,0.1084,340.83,0.2116,-10.71,4,5
586094,14.09,0.074,15.53,2.381,0.0242,359.46,0.2093,-11.92,4,5
586194,13.78,0.0817,17.04,2.394,0.0551,369.47,0.152,-15.08,4,5
586198,14.31,0.068,13.67,2.487,0.1979,345.09,0.0792,-28.16,4,50
586200,14.83,0.1316,28.32,2.324,0.0722,399.88,0.0346,-29.88,4,50
586204,14.65,0.0695,14.82,2.342,0.0517,333.62,0.3172,-9.91,4,5
586225,14.15,0.0665,13.7,2.426,0.0668,368.92,0.0885,-13.81,4,5
586236,14.77,0.0982,20.66,2.374,0.0395,381.58,0.1287,-18.04,4,5
586240,14.65,0.0523,10.71,2.439,0.0673,364.75,0.0804,-12.0,4,5
586264,14.44,0.0548,11.55,2.371,0.0315,340.39,0.2781,-8.24,4,5
586375,14.54,0.0986,20.74,2.375,0.0436,381.68,0.1273,-18.31,4,5
586386,14.18,0.065,13.24,2.451,0.1484,351.67,0.1386,-20.1,4,5
586392,13.9,0.0244,5.28,2.311,0.1247,291.49,0.4265,-6.85,4,5
586393,13.37,0.0304,6.72,2.258,0.0328,9.32,0.484,-0.75,4,50
586410,13.54,0.0378,7.97,2.368,0.0721,326.6,0.3162,-7.26,4,5
586642,14.31,0.0359,7.24,2.477,0.1384,350.89,0.0921,-15.75,4,5
586644,14.04,0.0378,7.9,2.392,0.0342,341.49,0.2554,-7.12,4,5
586654,14.46,0.05,10.26,2.432,0.1227,345.32,0.1951,-14.39,4,5
586657,14.3,0.0466,9.55,2.434,0.0475,362.73,0.1069,-10.31,4,5
586662,13.73,0.1011,21.83,2.312,0.0663,346.32,0.2978,-17.03,4,5
586664,13.72,0.0637,13.46,2.363,0.0542,339.61,0.2855,-9.92,4,5
586889,14.61,0.0866,18.09,2.392,0.0455,375.39,0.1284,-15.86,4,5
586960,15.06,0.1092,22.94,2.376,0.0794,390.28,0.0585,-23.79,4,5
587526,13.95,0.0721,16.26,2.215,0.0453,210.01,0.5032,-4.47,5,50
587645,14.72,0.1217,25.95,2.342,0.0422,233.54,0.0315,-24.62,4,50
588083,14.41,0.0325,7.25,2.241,0.0409,159.41,0.5047,-0.43,5,50
588136,14.04,0.004,1.09,1.196,0.0692,306.0,0.3927,-3.83,4,5
588160,14.34,0.1166,24.86,2.343,0.0371,160.41,0.1132,-22.22,4,50
588176,14.43,0.1159,24.92,2.322,0.0358,147.27,0.1934,-21.2,4,50
588188,14.08,0.0543,11.17,2.425,0.0826,355.91,0.1633,-12.3,4,5
588196,14.56,0.1016,21.39,2.372,0.0529,382.64,0.1262,-19.45,4,5
